CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN
30,Veracruz de Ignacio de la Llave,106,Miahuatlán
31,Yucatán,106,Yobaín
07,Chiapas,107,Villa Corzo
14,Jalisco,107,Tuxcueca
15,México,107,Tonatico
16,Michoacán de Ocampo,107,Zacapu
20,Oaxaca,107,San Antonio de la Cal
21,Puebla,107,Olintla
30,Veracruz de Ignacio de la Llave,107,Las Minas
07,Chiapas,108,Villaflores
14,Jalisco,108,Tuxpan
15,México,108,Tultepec
16,Michoacán de Ocampo,108,Zamora
20,Oaxaca,108,San Antonio Huitepec
21,Puebla,108,Oriental
30,Veracruz de Ignacio de la Llave,108,Minatitlán
07,Chiapas,109,Yajalón
14,Jalisco,109,Unión de San Antonio
15,México,109,Tultitlán
16,Michoacán de Ocampo,109,Zináparo
20,Oaxaca,109,San Antonio Nanahuatípam
21,Puebla,109,Pahuatlán
30,Veracruz de Ignacio de la Llave,109,Misantla
07,Chiapas,110,San Lucas
14,Jalisco,110,Unión de Tula
15,México,110,Valle de Bravo
16,Michoacán de Ocampo,110,Zinapécuaro
20,Oaxaca,110,San Antonio Sinicahua
21,Puebla,110,Palmar de Bravo
30,Veracruz de Ignacio de la Llave,110,Mixtla de Altamirano
07,Chiapas,111,Zinacantán
14,Jalisco,111,Valle de Guadalupe
15,México,111,Villa de Allende
16,Michoacán de Ocampo,111,Ziracuaretiro
20,Oaxaca,111,San Antonio Tepetlapa
21,Puebla,111,Pantepec
30,Veracruz de Ignacio de la Llave,111,Moloacán
07,Chiapas,112,San Juan Cancuc
14,Jalisco,112,Valle de Juárez
15,México,112,Villa del Carbón
16,Michoacán de Ocampo,112,Zitácuaro
20,Oaxaca,112,San Baltazar Chichicápam
21,Puebla,112,Petlalcingo
30,Veracruz de Ignacio de la Llave,112,Naolinco
07,Chiapas,113,Aldama
14,Jalisco,113,San Gabriel
15,México,113,Villa Guerrero
16,Michoacán de Ocampo,113,José Sixto Verduzco
20,Oaxaca,113,San Baltazar Loxicha
21,Puebla,113,Piaxtla
30,Veracruz de Ignacio de la Llave,113,Naranjal
07,Chiapas,114,Benemérito de las Américas
14,Jalisco,114,Villa Corona
15,México,114,Villa Victoria
20,Oaxaca,114,San Baltazar Yatzachi el Bajo
21,Puebla,114,Puebla
30,Veracruz de Ignacio de la Llave,114,Nautla
07,Chiapas,115,Maravilla Tenejapa
14,Jalisco,115,Villa Guerrero
15,México,115,Xonacatlán
20,Oaxaca,115,San Bartolo Coyotepec
21,Puebla,115,Quecholac
30,Veracruz de Ignacio de la Llave,115,Nogales
07,Chiapas,116,Marqués de Comillas
14,Jalisco,116,Villa Hidalgo
15,México,116,Zacazonapan
20,Oaxaca,116,San Bartolomé Ayautla
21,Puebla,116,Quimixtlán
30,Veracruz de Ignacio de la Llave,116,Oluta
07,Chiapas,117,Montecristo de Guerrero
14,Jalisco,117,Cañadas de Obregón
15,México,117,Zacualpan
20,Oaxaca,117,San Bartolomé Loxicha
21,Puebla,117,Rafael Lara Grajales
30,Veracruz de Ignacio de la Llave,117,Omealca
07,Chiapas,118,San Andrés Duraznal
14,Jalisco,118,Yahualica de González Gallo
15,México,118,Zinacantepec
20,Oaxaca,118,San Bartolomé Quialana
21,Puebla,118,Los Reyes de Juárez
30,Veracruz de Ignacio de la Llave,118,Orizaba
07,Chiapas,119,Santiago el Pinar
14,Jalisco,119,Zacoalco de Torres
15,México,119,Zumpahuacán
20,Oaxaca,119,San Bartolomé Yucuañe
21,Puebla,119,San Andrés Cholula
30,Veracruz de Ignacio de la Llave,119,Otatitlán
14,Jalisco,120,Zapopan
15,México,120,Zumpango
20,Oaxaca,120,San Bartolomé Zoogocho
21,Puebla,120,San Antonio Cañada
30,Veracruz de Ignacio de la Llave,120,Oteapan
14,Jalisco,121,Zapotiltic
15,México,121,Cuautitlán Izcalli
20,Oaxaca,121,San Bartolo Soyaltepec
21,Puebla,121,San Diego la Mesa Tochimiltzingo
30,Veracruz de Ignacio de la Llave,121,Ozuluama de Mascareñas
14,Jalisco,122,Zapotitlán de Vadillo
15,México,122,Valle de Chalco Solidaridad
20,Oaxaca,122,San Bartolo Yautepec
21,Puebla,122,San Felipe Teotlalcingo
30,Veracruz de Ignacio de la Llave,122,Pajapan
14,Jalisco,123,Zapotlán del Rey
15,México,123,Luvianos
20,Oaxaca,123,San Bernardo Mixtepec
21,Puebla,123,San Felipe Tepatlán
30,Veracruz de Ignacio de la Llave,123,Pánuco
14,Jalisco,124,Zapotlanejo
15,México,124,San José del Rincón
20,Oaxaca,124,San Blas Atempa
21,Puebla,124,San Gabriel Chilac
30,Veracruz de Ignacio de la Llave,124,Papantla
14,Jalisco,125,San Ignacio Cerro Gordo
15,México,125,Tonanitla
20,Oaxaca,125,San Carlos Yautepec
21,Puebla,125,San Gregorio Atzompa
30,Veracruz de Ignacio de la Llave,125,Paso del Macho
20,Oaxaca,126,San Cristóbal Amatlán
21,Puebla,126,San Jerónimo Tecuanipan
30,Veracruz de Ignacio de la Llave,126,Paso de Ovejas
20,Oaxaca,127,San Cristóbal Amoltepec
21,Puebla,127,San Jerónimo Xayacatlán
30,Veracruz de Ignacio de la Llave,127,La Perla
20,Oaxaca,128,San Cristóbal Lachirioag
21,Puebla,128,San José Chiapa
30,Veracruz de Ignacio de la Llave,128,Perote
20,Oaxaca,129,San Cristóbal Suchixtlahuaca
21,Puebla,129,San José Miahuatlán
30,Veracruz de Ignacio de la Llave,129,Platón Sánchez
20,Oaxaca,130,San Dionisio del Mar
21,Puebla,130,San Juan Atenco
30,Veracruz de Ignacio de la Llave,130,Playa Vicente
20,Oaxaca,131,San Dionisio Ocotepec
21,Puebla,131,San Juan Atzompa
30,Veracruz de Ignacio de la Llave,131,Poza Rica de Hidalgo
20,Oaxaca,132,San Dionisio Ocotlán
21,Puebla,132,San Martín Texmelucan
30,Veracruz de Ignacio de la Llave,132,Las Vigas de Ramírez
20,Oaxaca,133,San Esteban Atatlahuca
21,Puebla,133,San Martín Totoltepec
30,Veracruz de Ignacio de la Llave,133,Pueblo Viejo
20,Oaxaca,134,San Felipe Jalapa de Díaz
21,Puebla,134,San Matías Tlalancaleca
30,Veracruz de Ignacio de la Llave,134,Puente Nacional
20,Oaxaca,135,San Felipe Tejalápam
21,Puebla,135,San Miguel Ixitlán
30,Veracruz de Ignacio de la Llave,135,Rafael Delgado
20,Oaxaca,136,San Felipe Usila
21,Puebla,136,San Miguel Xoxtla
30,Veracruz de Ignacio de la Llave,136,Rafael Lucio
20,Oaxaca,137,San Francisco Cahuacuá
21,Puebla,137,San Nicolás Buenos Aires
30,Veracruz de Ignacio de la Llave,137,Los Reyes
20,Oaxaca,138,San Francisco Cajonos
21,Puebla,138,San Nicolás de los Ranchos
30,Veracruz de Ignacio de la Llave,138,Río Blanco
20,Oaxaca,139,San Francisco Chapulapa
21,Puebla,139,San Pablo Anicano
30,Veracruz de Ignacio de la Llave,139,Saltabarranca
20,Oaxaca,140,San Francisco Chindúa
21,Puebla,140,San Pedro Cholula
30,Veracruz de Ignacio de la Llave,140,San Andrés Tenejapan
20,Oaxaca,141,San Francisco del Mar
21,Puebla,141,San Pedro Yeloixtlahuaca
30,Veracruz de Ignacio de la Llave,141,San Andrés Tuxtla
20,Oaxaca,142,San Francisco Huehuetlán
21,Puebla,142,San Salvador el Seco
30,Veracruz de Ignacio de la Llave,142,San Juan Evangelista
20,Oaxaca,143,San Francisco Ixhuatán
21,Puebla,143,San Salvador el Verde
30,Veracruz de Ignacio de la Llave,143,Santiago Tuxtla
20,Oaxaca,144,San Francisco Jaltepetongo
21,Puebla,144,San Salvador Huixcolotla
30,Veracruz de Ignacio de la Llave,144,Sayula de Alemán
20,Oaxaca,145,San Francisco Lachigoló
21,Puebla,145,San Sebastián Tlacotepec
30,Veracruz de Ignacio de la Llave,145,Soconusco
20,Oaxaca,146,San Francisco Logueche
21,Puebla,146,Santa Catarina Tlaltempan
30,Veracruz de Ignacio de la Llave,146,Sochiapa
20,Oaxaca,147,San Francisco Nuxaño
21,Puebla,147,Santa Inés Ahuatempan
30,Veracruz de Ignacio de la Llave,147,Soledad Atzompa
20,Oaxaca,148,San Francisco Ozolotepec
21,Puebla,148,Santa Isabel Cholula
30,Veracruz de Ignacio de la Llave,148,Soledad de Doblado
20,Oaxaca,149,San Francisco Sola
21,Puebla,149,Santiago Miahuatlán
30,Veracruz de Ignacio de la Llave,149,Soteapan
20,Oaxaca,150,San Francisco Telixtlahuaca
21,Puebla,150,Huehuetlán el Grande
30,Veracruz de Ignacio de la Llave,150,Tamalín
20,Oaxaca,151,San Francisco Teopan
21,Puebla,151,Santo Tomás Hueyotlipan
30,Veracruz de Ignacio de la Llave,151,Tamiahua
20,Oaxaca,152,San Francisco Tlapancingo
21,Puebla,152,Soltepec
30,Veracruz de Ignacio de la Llave,152,Tampico Alto
20,Oaxaca,153,San Gabriel Mixtepec
21,Puebla,153,Tecali de Herrera
30,Veracruz de Ignacio de la Llave,153,Tancoco
20,Oaxaca,154,San Ildefonso Amatlán
21,Puebla,154,Tecamachalco
30,Veracruz de Ignacio de la Llave,154,Tantima
20,Oaxaca,155,San Ildefonso Sola
21,Puebla,155,Tecomatlán
30,Veracruz de Ignacio de la Llave,155,Tantoyuca
20,Oaxaca,156,San Ildefonso Villa Alta
21,Puebla,156,Tehuacán
30,Veracruz de Ignacio de la Llave,156,Tatatila
20,Oaxaca,157,San Jacinto Amilpas
21,Puebla,157,Tehuitzingo
30,Veracruz de Ignacio de la Llave,157,Castillo de Teayo
20,Oaxaca,158,San Jacinto Tlacotepec
21,Puebla,158,Tenampulco
30,Veracruz de Ignacio de la Llave,158,Tecolutla
20,Oaxaca,159,San Jerónimo Coatlán
21,Puebla,159,Teopantlán
30,Veracruz de Ignacio de la Llave,159,Tehuipango
20,Oaxaca,160,San Jerónimo Silacayoapilla
21,Puebla,160,Teotlalco
30,Veracruz de Ignacio de la Llave,160,Álamo Temapache
20,Oaxaca,161,San Jerónimo Sosola
21,Puebla,161,Tepanco de López
30,Veracruz de Ignacio de la Llave,161,Tempoal
20,Oaxaca,162,San Jerónimo Taviche
21,Puebla,162,Tepango de Rodríguez
30,Veracruz de Ignacio de la Llave,162,Tenampa
20,Oaxaca,163,San Jerónimo Tecóatl
21,Puebla,163,Tepatlaxco de Hidalgo
30,Veracruz de Ignacio de la Llave,163,Tenochtitlán
20,Oaxaca,164,San Jorge Nuchita
21,Puebla,164,Tepeaca
30,Veracruz de Ignacio de la Llave,164,Teocelo
20,Oaxaca,165,San José Ayuquila
21,Puebla,165,Tepemaxalco
30,Veracruz de Ignacio de la Llave,165,Tepatlaxco
20,Oaxaca,166,San José Chiltepec
21,Puebla,166,Tepeojuma
30,Veracruz de Ignacio de la Llave,166,Tepetlán
20,Oaxaca,167,San José del Peñasco
21,Puebla,167,Tepetzintla
30,Veracruz de Ignacio de la Llave,167,Tepetzintla
20,Oaxaca,168,San José Estancia Grande
21,Puebla,168,Tepexco
30,Veracruz de Ignacio de la Llave,168,Tequila
20,Oaxaca,169,San José Independencia
21,Puebla,169,Tepexi de Rodríguez
30,Veracruz de Ignacio de la Llave,169,José Azueta
20,Oaxaca,170,San José Lachiguiri
21,Puebla,170,Tepeyahualco
30,Veracruz de Ignacio de la Llave,170,Texcatepec
20,Oaxaca,171,San José Tenango
21,Puebla,171,Tepeyahualco de Cuauhtémoc
30,Veracruz de Ignacio de la Llave,171,Texhuacán
20,Oaxaca,172,San Juan Achiutla
21,Puebla,172,Tetela de Ocampo
30,Veracruz de Ignacio de la Llave,172,Texistepec
20,Oaxaca,173,San Juan Atepec
21,Puebla,173,Teteles de Avila Castillo
30,Veracruz de Ignacio de la Llave,173,Tezonapa
20,Oaxaca,174,Ánimas Trujano
21,Puebla,174,Teziutlán
30,Veracruz de Ignacio de la Llave,174,Tierra Blanca
20,Oaxaca,175,San Juan Bautista Atatlahuca
21,Puebla,175,Tianguismanalco
30,Veracruz de Ignacio de la Llave,175,Tihuatlán
20,Oaxaca,176,San Juan Bautista Coixtlahuaca
21,Puebla,176,Tilapa
30,Veracruz de Ignacio de la Llave,176,Tlacojalpan
20,Oaxaca,177,San Juan Bautista Cuicatlán
21,Puebla,177,Tlacotepec de Benito Juárez
30,Veracruz de Ignacio de la Llave,177,Tlacolulan
20,Oaxaca,178,San Juan Bautista Guelache
21,Puebla,178,Tlacuilotepec
30,Veracruz de Ignacio de la Llave,178,Tlacotalpan
20,Oaxaca,179,San Juan Bautista Jayacatlán
21,Puebla,179,Tlachichuca
30,Veracruz de Ignacio de la Llave,179,Tlacotepec de Mejía
20,Oaxaca,180,San Juan Bautista Lo de Soto
21,Puebla,180,Tlahuapan
30,Veracruz de Ignacio de la Llave,180,Tlachichilco
20,Oaxaca,181,San Juan Bautista Suchitepec
21,Puebla,181,Tlaltenango
30,Veracruz de Ignacio de la Llave,181,Tlalixcoyan
20,Oaxaca,182,San Juan Bautista Tlacoatzintepec
21,Puebla,182,Tlanepantla
30,Veracruz de Ignacio de la Llave,182,Tlalnelhuayocan
20,Oaxaca,183,San Juan Bautista Tlachichilco
21,Puebla,183,Tlaola
30,Veracruz de Ignacio de la Llave,183,Tlapacoyan
20,Oaxaca,184,San Juan Bautista Tuxtepec
21,Puebla,184,Tlapacoya
30,Veracruz de Ignacio de la Llave,184,Tlaquilpa
20,Oaxaca,185,San Juan Cacahuatepec
21,Puebla,185,Tlapanalá
30,Veracruz de Ignacio de la Llave,185,Tlilapan
20,Oaxaca,186,San Juan Cieneguilla
21,Puebla,186,Tlatlauquitepec
30,Veracruz de Ignacio de la Llave,186,Tomatlán
20,Oaxaca,187,San Juan Coatzóspam
21,Puebla,187,Tlaxco
30,Veracruz de Ignacio de la Llave,187,Tonayán
20,Oaxaca,188,San Juan Colorado
21,Puebla,188,Tochimilco
30,Veracruz de Ignacio de la Llave,188,Totutla
20,Oaxaca,189,San Juan Comaltepec
21,Puebla,189,Tochtepec
30,Veracruz de Ignacio de la Llave,189,Tuxpan
20,Oaxaca,190,San Juan Cotzocón
21,Puebla,190,Totoltepec de Guerrero
30,Veracruz de Ignacio de la Llave,190,Tuxtilla
20,Oaxaca,191,San Juan Chicomezúchil
21,Puebla,191,Tulcingo
30,Veracruz de Ignacio de la Llave,191,Ursulo Galván
20,Oaxaca,192,San Juan Chilateca
21,Puebla,192,Tuzamapan de Galeana
30,Veracruz de Ignacio de la Llave,192,Vega de Alatorre
20,Oaxaca,193,San Juan del Estado
21,Puebla,193,Tzicatlacoyan
30,Veracruz de Ignacio de la Llave,193,Veracruz
20,Oaxaca,194,San Juan del Río
21,Puebla,194,Venustiano Carranza
30,Veracruz de Ignacio de la Llave,194,Villa Aldama
20,Oaxaca,195,San Juan Diuxi
21,Puebla,195,Vicente Guerrero
30,Veracruz de Ignacio de la Llave,195,Xoxocotla
20,Oaxaca,196,San Juan Evangelista Analco
21,Puebla,196,Xayacatlán de Bravo
30,Veracruz de Ignacio de la Llave,196,Yanga
20,Oaxaca,197,San Juan Guelavía
21,Puebla,197,Xicotepec
30,Veracruz de Ignacio de la Llave,197,Yecuatla
20,Oaxaca,198,San Juan Guichicovi
21,Puebla,198,Xicotlán
30,Veracruz de Ignacio de la Llave,198,Zacualpan
20,Oaxaca,199,San Juan Ihualtepec
21,Puebla,199,Xiutetelco
30,Veracruz de Ignacio de la Llave,199,Zaragoza
20,Oaxaca,200,San Juan Juquila Mixes
21,Puebla,200,Xochiapulco
30,Veracruz de Ignacio de la Llave,200,Zentla
20,Oaxaca,201,San Juan Juquila Vijanos
21,Puebla,201,Xochiltepec
30,Veracruz de Ignacio de la Llave,201,Zongolica
20,Oaxaca,202,San Juan Lachao
21,Puebla,202,Xochitlán de Vicente Suárez
30,Veracruz de Ignacio de la Llave,202,Zontecomatlán de López y Fuentes
20,Oaxaca,203,San Juan Lachigalla
21,Puebla,203,Xochitlán Todos Santos
30,Veracruz de Ignacio de la Llave,203,Zozocolco de Hidalgo
20,Oaxaca,204,San Juan Lajarcia
21,Puebla,204,Yaonáhuac
30,Veracruz de Ignacio de la Llave,204,Agua Dulce
20,Oaxaca,205,San Juan Lalana
21,Puebla,205,Yehualtepec
30,Veracruz de Ignacio de la Llave,205,El Higo
20,Oaxaca,206,San Juan de los Cués
21,Puebla,206,Zacapala
30,Veracruz de Ignacio de la Llave,206,Nanchital de Lázaro Cárdenas del Río
20,Oaxaca,207,San Juan Mazatlán
21,Puebla,207,Zacapoaxtla
30,Veracruz de Ignacio de la Llave,207,Tres Valles
20,Oaxaca,208,San Juan Mixtepec -Dto. 08 -
21,Puebla,208,Zacatlán
